time,Label,Storm_id,lat,lon,speed_ms,speed_kt,heading_deg
2020-10-27 15:00:00,hurricane,Hurricane_Goni,16.3,140.8,2.2289409706702092,4.33270461642758,297.5387397618155
2020-10-27 18:00:00,hurricane,Hurricane_Goni,16.3,140.60000000000002,1.9763976808508232,3.8418008679450644,270.0280666971456
2020-10-27 21:00:00,hurricane,Hurricane_Goni,16.4,140.39999999999998,2.228046383221375,4.330965681561038,297.55088902439365
2020-10-28 00:00:00,hurricane,Hurricane_Goni,16.4,140.10000000000002,2.96307881428952,5.759751122368541,270.04235130757036
2020-10-28 03:00:00,hurricane,Hurricane_Goni,16.5,139.89999999999998,2.2271465561283237,4.329216561664481,297.5631194080106
2020-10-28 06:00:00,hurricane,Hurricane_Goni,16.5,139.60000000000002,2.9615522294419736,5.756783685678486,270.04260239118537
2020-10-28 09:00:00,hurricane,Hurricane_Goni,16.5,139.2,3.9487360229236392,7.675711030799887,270.05680328104097
2020-10-28 12:00:00,hurricane,Hurricane_Goni,16.6,138.7,5.040904887390268,9.798712556304698,281.85647537829396
2020-10-28 15:00:00,hurricane,Hurricane_Goni,16.6,138.3,3.9466885447100455,7.671731060749175,270.0571378866097
2020-10-28 18:00:00,hurricane,Hurricane_Goni,16.6,137.89999999999998,3.9466885447106077,7.671731060750267,270.0571378866097
2020-10-28 21:00:00,hurricane,Hurricane_Goni,16.6,137.39999999999998,4.933360220928986,9.589662931850599,270.0714225081184
2020-10-30 00:00:00,hurricane,Hurricane_Eta,,,,,
2020-10-30 03:00:00,hurricane,Hurricane_Eta,,,,,
2020-10-30 06:00:00,hurricane,Hurricane_Eta,,,,,
2020-10-30 09:00:00,hurricane,Hurricane_Eta,,,,,
2020-10-30 12:00:00,hurricane,Hurricane_Eta,,,,,
2020-10-30 15:00:00,hurricane,Hurricane_Eta,,,,,
2020-10-30 18:00:00,hurricane,Hurricane_Eta,,,,,
2020-10-30 21:00:00,hurricane,Hurricane_Eta,,,,,
2020-10-31 00:00:00,hurricane,Hurricane_Eta,,,,,
2020-10-31 03:00:00,hurricane,Hurricane_Eta,,,,,
2020-10-31 06:00:00,hurricane,Hurricane_Eta,,,,,
2020-10-31 09:00:00,hurricane,Hurricane_Eta,,,,,
2020-10-31 12:00:00,hurricane,Hurricane_Eta,,,,,
2020-10-31 15:00:00,hurricane,Hurricane_Eta,,,,,
2020-10-31 18:00:00,hurricane,Hurricane_Eta,14.9,-67.1,,,
2020-10-31 21:00:00,hurricane,Hurricane_Eta,14.9,-67.1,0.0,0.0,0.0
2020-11-01 00:00:00,hurricane,Hurricane_Eta,14.9,-67.1,0.0,0.0,0.0
2020-11-01 03:00:00,hurricane,Hurricane_Eta,14.9,-67.1,0.0,0.0,0.0
2020-11-01 06:00:00,hurricane,Hurricane_Eta,13.8,-81.1,140.07888151289103,272.2909330400181,267.12955680200264
2020-11-01 09:00:00,hurricane,Hurricane_Eta,14.0,-81.4,3.6372989976000074,7.070327283494798,304.51638047124055
2020-11-01 12:00:00,hurricane,Hurricane_Eta,14.2,-81.7,3.635149178886515,7.066148379886764,304.5401628156834
2020-11-01 15:00:00,hurricane,Hurricane_Eta,14.4,-82.0,3.632969888523423,7.06191218810737,304.5642985408685
2020-11-01 18:00:00,hurricane,Hurricane_Eta,14.6,-82.3,3.6307611797539794,7.057618811652976,304.58878856845695
2020-11-01 21:00:00,hurricane,Hurricane_Eta,14.4,-82.6,3.6307611797539794,7.057618811652976,235.4863257080151
2020-11-02 00:00:00,hurricane,Hurricane_Eta,14.2,-82.8,2.867338922174834,5.573648090480329,224.1232163363625
2020-11-02 03:00:00,hurricane,Hurricane_Eta,14.0,-83.1,3.635149178886515,7.066148379886764,235.53292195622907
2020-11-02 06:00:00,hurricane,Hurricane_Eta,13.8,-83.4,3.6372989976000074,7.070327283494798,235.5556882064179
2020-11-02 09:00:00,hurricane,Hurricane_Eta,13.7,-83.6,2.2495898755595083,4.372842783707594,242.7865723900475
2020-11-02 12:00:00,hurricane,Hurricane_Eta,13.6,-83.8,2.2503467088075957,4.374313946448557,242.79632143305088
